index,tensor
924,"[4.0, 2.0, 1900.0, 8160.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1900.0, 0.0, 47.2113990784, -121.986000061, 1280.0, 6532.0, 40.0, 0.0, 0.0]"
925,"[3.0, 2.5, 1340.0, 3011.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1340.0, 0.0, 47.3838996887, -122.0380020142, 1060.0, 3232.0, 19.0, 0.0, 0.0]"
926,"[3.0, 2.75, 3170.0, 34850.0, 1.0, 0.0, 0.0, 5.0, 9.0, 3170.0, 0.0, 47.6610984802, -122.1689987183, 3920.0, 36740.0, 58.0, 0.0, 0.0]"
927,"[2.0, 1.0, 1010.0, 4000.0, 1.0, 0.0, 0.0, 3.0, 6.0, 1010.0, 0.0, 47.5536003113, -122.266998291, 1040.0, 4000.0, 103.0, 0.0, 0.0]"
928,"[3.0, 2.25, 1620.0, 997.0, 2.5, 0.0, 0.0, 3.0, 8.0, 1540.0, 80.0, 47.5400009155, -122.0260009766, 1620.0, 1068.0, 4.0, 0.0, 0.0]"
929,"[3.0, 2.5, 1810.0, 1585.0, 3.0, 0.0, 0.0, 3.0, 7.0, 1810.0, 0.0, 47.6957015991, -122.3759994507, 1560.0, 1586.0, 1.0, 0.0, 0.0]"
930,"[5.0, 2.25, 3070.0, 64033.0, 1.0, 0.0, 0.0, 3.0, 9.0, 2730.0, 340.0, 47.3237991333, -122.2919998169, 1560.0, 28260.0, 31.0, 0.0, 0.0]"
931,"[3.0, 1.0, 1680.0, 7910.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1680.0, 0.0, 47.5084991455, -122.3850021362, 1330.0, 7910.0, 66.0, 0.0, 0.0]"
932,"[3.0, 1.75, 1300.0, 10030.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1300.0, 0.0, 47.7359008789, -122.1920013428, 1520.0, 7713.0, 48.0, 0.0, 0.0]"
933,"[4.0, 1.75, 2320.0, 9240.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1160.0, 1160.0, 47.4908981323, -122.2570037842, 2130.0, 7320.0, 55.0, 1.0, 55.0]"
934,"[4.0, 2.25, 2210.0, 14073.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1630.0, 580.0, 47.4774017334, -122.141998291, 2340.0, 11340.0, 37.0, 0.0, 0.0]"
935,"[3.0, 1.0, 1100.0, 17334.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1100.0, 0.0, 47.3003005981, -122.2699966431, 1530.0, 18694.0, 36.0, 0.0, 0.0]"
936,"[3.0, 1.5, 2070.0, 5386.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1140.0, 930.0, 47.6896018982, -122.3740005493, 1770.0, 5386.0, 66.0, 0.0, 0.0]"
937,"[3.0, 3.0, 3570.0, 6250.0, 2.0, 0.0, 2.0, 3.0, 10.0, 2710.0, 860.0, 47.5624008179, -122.3990020752, 2550.0, 7596.0, 30.0, 0.0, 0.0]"
938,"[4.0, 2.75, 4020.0, 18745.0, 2.0, 0.0, 4.0, 4.0, 10.0, 2830.0, 1190.0, 47.6041984558, -122.2099990845, 3150.0, 20897.0, 26.0, 0.0, 0.0]"
939,"[4.0, 1.0, 1620.0, 4080.0, 1.5, 0.0, 0.0, 3.0, 7.0, 1620.0, 0.0, 47.6696014404, -122.3239974976, 1760.0, 4080.0, 91.0, 0.0, 0.0]"
940,"[3.0, 1.5, 1840.0, 5000.0, 1.5, 0.0, 0.0, 5.0, 7.0, 1340.0, 500.0, 47.6651992798, -122.3619995117, 1840.0, 5000.0, 99.0, 0.0, 0.0]"
941,"[2.0, 1.0, 800.0, 1200.0, 2.0, 0.0, 0.0, 3.0, 7.0, 800.0, 0.0, 47.6968994141, -122.3470001221, 806.0, 1200.0, 15.0, 0.0, 0.0]"
942,"[4.0, 2.5, 1710.0, 5000.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1110.0, 600.0, 47.6772003174, -122.2850036621, 1750.0, 5304.0, 36.0, 0.0, 0.0]"
943,"[3.0, 1.75, 1670.0, 5400.0, 2.0, 0.0, 0.0, 5.0, 8.0, 1670.0, 0.0, 47.6349983215, -122.283996582, 2100.0, 5400.0, 102.0, 0.0, 0.0]"
944,"[4.0, 2.5, 2390.0, 6976.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2390.0, 0.0, 47.4807014465, -122.1819992065, 2390.0, 6346.0, 11.0, 0.0, 0.0]"
945,"[4.0, 1.0, 1330.0, 2400.0, 1.5, 0.0, 0.0, 4.0, 6.0, 1330.0, 0.0, 47.6500015259, -122.3399963379, 1330.0, 4400.0, 114.0, 0.0, 0.0]"
946,"[3.0, 2.0, 1400.0, 7384.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1150.0, 250.0, 47.4654998779, -122.1740036011, 1820.0, 7992.0, 35.0, 0.0, 0.0]"
947,"[4.0, 2.25, 1990.0, 7712.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1210.0, 780.0, 47.5688018799, -122.0869979858, 1720.0, 7393.0, 41.0, 0.0, 0.0]"
948,"[4.0, 2.5, 2420.0, 9147.0, 2.0, 0.0, 0.0, 3.0, 10.0, 2420.0, 0.0, 47.322101593, -122.3219985962, 1400.0, 7200.0, 16.0, 0.0, 0.0]"
949,"[5.0, 2.75, 3430.0, 15119.0, 2.0, 0.0, 0.0, 3.0, 10.0, 3430.0, 0.0, 47.5677986145, -122.0319976807, 3430.0, 12045.0, 17.0, 0.0, 0.0]"
950,"[1.0, 1.0, 900.0, 4368.0, 1.0, 0.0, 0.0, 5.0, 6.0, 900.0, 0.0, 47.2107009888, -121.9899978638, 1290.0, 5000.0, 100.0, 1.0, 35.0]"
951,"[4.0, 2.75, 2330.0, 7642.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1800.0, 530.0, 47.2946014404, -122.3700027466, 2320.0, 7933.0, 24.0, 0.0, 0.0]"
952,"[4.0, 1.0, 2500.0, 35802.0, 1.5, 0.0, 0.0, 3.0, 7.0, 2500.0, 0.0, 47.6487998962, -122.1529998779, 2880.0, 40510.0, 59.0, 0.0, 0.0]"
953,"[4.0, 2.25, 2130.0, 11900.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2130.0, 0.0, 47.6408004761, -122.0579986572, 2590.0, 11900.0, 38.0, 0.0, 0.0]"
954,"[2.0, 2.5, 1470.0, 2034.0, 2.0, 0.0, 0.0, 4.0, 8.0, 1470.0, 0.0, 47.6212997437, -122.1529998779, 1510.0, 2055.0, 29.0, 0.0, 0.0]"
955,"[3.0, 1.0, 1670.0, 4005.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1170.0, 500.0, 47.6878013611, -122.3799972534, 1240.0, 4005.0, 75.0, 0.0, 0.0]"
956,"[3.0, 1.5, 2230.0, 6000.0, 1.0, 0.0, 1.0, 3.0, 8.0, 1260.0, 970.0, 47.5373001099, -122.3949966431, 2120.0, 7200.0, 47.0, 0.0, 0.0]"
957,"[3.0, 2.25, 1960.0, 1585.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1750.0, 210.0, 47.5414009094, -122.2880020142, 1760.0, 1958.0, 11.0, 0.0, 0.0]"
958,"[3.0, 1.75, 1790.0, 50529.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1090.0, 700.0, 47.3511009216, -122.0729980469, 1940.0, 50529.0, 50.0, 0.0, 0.0]"
959,"[2.0, 1.0, 1070.0, 8130.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1070.0, 0.0, 47.6969985962, -122.3700027466, 1360.0, 7653.0, 73.0, 0.0, 0.0]"
960,"[3.0, 1.75, 1610.0, 14000.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1050.0, 560.0, 47.3428993225, -122.0360031128, 1550.0, 10080.0, 38.0, 0.0, 0.0]"
961,"[4.0, 2.5, 3710.0, 7491.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3710.0, 0.0, 47.5596008301, -122.0159988403, 3040.0, 7491.0, 12.0, 0.0, 0.0]"
962,"[4.0, 1.75, 2420.0, 8400.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1620.0, 800.0, 47.501701355, -122.1650009155, 1660.0, 8400.0, 50.0, 0.0, 0.0]"
963,"[3.0, 1.0, 1100.0, 5400.0, 1.5, 0.0, 0.0, 3.0, 7.0, 1100.0, 0.0, 47.6604003906, -122.3960037231, 1770.0, 4400.0, 106.0, 0.0, 0.0]"
964,"[4.0, 1.75, 1920.0, 7455.0, 1.0, 0.0, 0.0, 4.0, 7.0, 960.0, 960.0, 47.7106018066, -122.2860031128, 1920.0, 7455.0, 75.0, 1.0, 25.0]"
965,"[2.0, 1.0, 770.0, 5040.0, 1.0, 0.0, 0.0, 3.0, 5.0, 770.0, 0.0, 47.5964012146, -122.2990036011, 1330.0, 2580.0, 85.0, 0.0, 0.0]"
966,"[3.0, 1.5, 1120.0, 6653.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1120.0, 0.0, 47.7321014404, -122.3339996338, 1580.0, 7355.0, 78.0, 0.0, 0.0]"
967,"[4.0, 2.0, 2160.0, 4800.0, 2.0, 0.0, 0.0, 4.0, 7.0, 1290.0, 870.0, 47.4776992798, -122.2119979858, 1570.0, 4800.0, 86.0, 0.0, 0.0]"
968,"[2.0, 1.0, 800.0, 1200.0, 2.0, 0.0, 0.0, 3.0, 7.0, 800.0, 0.0, 47.6968994141, -122.3470001221, 806.0, 1200.0, 15.0, 0.0, 0.0]"
969,"[2.0, 1.0, 1450.0, 4500.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1450.0, 0.0, 47.6739006042, -122.3960037231, 1470.0, 5000.0, 93.0, 0.0, 0.0]"
970,"[3.0, 2.5, 1710.0, 1664.0, 2.0, 0.0, 0.0, 5.0, 8.0, 1300.0, 410.0, 47.6455993652, -122.3830032349, 1470.0, 5400.0, 11.0, 0.0, 0.0]"
971,"[2.0, 1.0, 1340.0, 7788.0, 1.0, 0.0, 2.0, 3.0, 7.0, 1340.0, 0.0, 47.5093994141, -122.2440032959, 2550.0, 7788.0, 67.0, 0.0, 0.0]"
972,"[3.0, 3.5, 1970.0, 5079.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1680.0, 290.0, 47.5816001892, -122.2959976196, 1940.0, 6000.0, 7.0, 0.0, 0.0]"
973,"[4.0, 2.5, 2009.0, 5000.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2009.0, 0.0, 47.2577018738, -122.1979980469, 2009.0, 5182.0, 0.0, 0.0, 0.0]"
974,"[3.0, 2.5, 1680.0, 11193.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1680.0, 0.0, 47.4482002258, -122.125, 2080.0, 8084.0, 30.0, 0.0, 0.0]"
975,"[6.0, 3.75, 2930.0, 14980.0, 2.0, 0.0, 3.0, 3.0, 9.0, 2930.0, 0.0, 47.5441017151, -122.1169967651, 3210.0, 10787.0, 1.0, 0.0, 0.0]"
976,"[3.0, 2.0, 2160.0, 15788.0, 1.0, 0.0, 0.0, 3.0, 8.0, 2160.0, 0.0, 47.6226997375, -122.2070007324, 2260.0, 9787.0, 63.0, 0.0, 0.0]"
977,"[4.0, 3.25, 4160.0, 47480.0, 2.0, 0.0, 0.0, 3.0, 10.0, 4160.0, 0.0, 47.726600647, -122.1149978638, 3400.0, 40428.0, 19.0, 0.0, 0.0]"
978,"[3.0, 2.5, 1578.0, 7340.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1578.0, 0.0, 47.3771018982, -122.1859970093, 1850.0, 7200.0, 4.0, 0.0, 0.0]"
979,"[4.0, 1.75, 2670.0, 189486.0, 2.0, 0.0, 4.0, 3.0, 8.0, 2670.0, 0.0, 47.2584991455, -122.0609970093, 2190.0, 218610.0, 42.0, 0.0, 0.0]"
980,"[3.0, 2.5, 2520.0, 53143.0, 1.5, 0.0, 0.0, 3.0, 7.0, 2520.0, 0.0, 47.7430000305, -121.9250030518, 2020.0, 56628.0, 26.0, 0.0, 0.0]"
981,"[4.0, 3.5, 3660.0, 4903.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2760.0, 900.0, 47.7183990479, -122.15599823, 3630.0, 4992.0, 0.0, 0.0, 0.0]"
982,"[4.0, 2.5, 2350.0, 6958.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2350.0, 0.0, 47.3320999146, -122.1719970703, 2480.0, 6395.0, 16.0, 0.0, 0.0]"
983,"[3.0, 1.75, 1390.0, 13200.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1390.0, 0.0, 47.4429016113, -121.7710037231, 1430.0, 10725.0, 35.0, 0.0, 0.0]"
984,"[3.0, 2.75, 2210.0, 4000.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2210.0, 0.0, 47.695400238, -122.016998291, 2230.0, 4674.0, 6.0, 0.0, 0.0]"
985,"[3.0, 3.5, 2800.0, 7694.0, 1.0, 0.0, 0.0, 3.0, 9.0, 2800.0, 0.0, 47.7094993591, -122.0220031738, 2420.0, 7694.0, 10.0, 0.0, 0.0]"
986,"[4.0, 2.25, 1990.0, 7712.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1210.0, 780.0, 47.5688018799, -122.0869979858, 1720.0, 7393.0, 41.0, 0.0, 0.0]"
987,"[3.0, 2.5, 1330.0, 1200.0, 3.0, 0.0, 0.0, 3.0, 7.0, 1330.0, 0.0, 47.7033996582, -122.34400177, 1330.0, 1206.0, 12.0, 0.0, 0.0]"
988,"[3.0, 2.5, 3310.0, 5300.0, 2.0, 0.0, 2.0, 3.0, 8.0, 2440.0, 870.0, 47.5177993774, -122.388999939, 2140.0, 7500.0, 6.0, 0.0, 0.0]"
989,"[2.0, 1.0, 1410.0, 5000.0, 1.0, 0.0, 2.0, 4.0, 7.0, 940.0, 470.0, 47.5531005859, -122.3789978027, 1450.0, 5000.0, 97.0, 0.0, 0.0]"
990,"[4.0, 1.5, 1720.0, 6417.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1720.0, 0.0, 47.7267990112, -122.3109970093, 1430.0, 6240.0, 61.0, 0.0, 0.0]"
991,"[3.0, 1.75, 1050.0, 9871.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1050.0, 0.0, 47.3815994263, -122.0869979858, 1300.0, 10794.0, 46.0, 0.0, 0.0]"
992,"[3.0, 2.25, 1590.0, 11745.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1090.0, 500.0, 47.3553009033, -122.2799987793, 1540.0, 12530.0, 36.0, 0.0, 0.0]"
993,"[4.0, 2.5, 2500.0, 8540.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2500.0, 0.0, 47.5759010315, -121.9940032959, 2560.0, 8475.0, 24.0, 0.0, 0.0]"
994,"[4.0, 2.5, 2040.0, 9225.0, 1.0, 0.0, 0.0, 5.0, 8.0, 1610.0, 430.0, 47.6360015869, -122.0970001221, 1730.0, 9225.0, 46.0, 0.0, 0.0]"
995,"[3.0, 3.0, 1330.0, 1379.0, 2.0, 0.0, 0.0, 4.0, 8.0, 1120.0, 210.0, 47.6125984192, -122.31300354, 1810.0, 1770.0, 9.0, 0.0, 0.0]"
996,"[3.0, 2.5, 1880.0, 4499.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1880.0, 0.0, 47.5663986206, -121.9990005493, 2130.0, 5114.0, 22.0, 0.0, 0.0]"
997,"[4.0, 1.5, 1200.0, 10890.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1200.0, 0.0, 47.342300415, -122.0879974365, 1250.0, 10139.0, 42.0, 0.0, 0.0]"
998,"[4.0, 3.25, 5180.0, 19850.0, 2.0, 0.0, 3.0, 3.0, 12.0, 3540.0, 1640.0, 47.5620002747, -122.1620025635, 3160.0, 9750.0, 9.0, 0.0, 0.0]"
999,"[5.0, 2.5, 2380.0, 8204.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1540.0, 840.0, 47.7000007629, -122.2870025635, 2270.0, 8204.0, 58.0, 0.0, 0.0]"
